,Unnamed: 0,channel,date,min,max,mean,stDev
2,175,0,2016-03-27,0.06508875638246536,0.3139974772930145,0.1823186339796052,0.04307702164546195
3,174,0,2016-04-26,0.07263028621673584,0.2666364908218384,0.18164042071547612,0.0399376939970341
4,173,0,2016-06-05,0.025318605825304985,0.6802694201469421,0.19157346943032355,0.1417905063151855
5,172,0,2016-06-25,0.20703783631324768,0.4825896322727203,0.3028255958196728,0.045654359375415086
6,171,0,2016-07-15,0.02019776962697506,0.09868711978197098,0.05802448197563954,0.015332623201049212
7,170,0,2016-08-04,0.2793354094028473,0.3499513268470764,0.3208701304225029,0.017150751760808568
8,169,0,2016-08-24,-0.02412000298500061,0.14953386783599856,0.019237584023555472,0.028147570029298307
9,168,0,2016-09-13,-0.02601354755461216,0.05341614782810211,0.014673577247064752,0.013621247348430569
10,167,0,2016-10-03,0.09167991578578948,0.4327538907527924,0.1803942260123039,0.06014631024432466
11,166,0,2016-10-23,-0.028258118778467182,0.004238485358655453,-0.013437376927305565,0.00671610816033216
12,165,0,2016-11-02,-0.011115094646811484,0.07729941606521606,0.023962372104012825,0.014111692006889725
13,164,0,2016-11-12,0.04307074472308159,0.11373288929462433,0.07383878462074356,0.011196560402855727
14,163,0,2016-11-22,0.08451757580041885,0.4937055408954621,0.1543489412974943,0.03861238011374697
15,162,0,2016-12-12,0.17913831770420074,0.417499989271164,0.28310152761233875,0.05169901309177578
16,161,0,2016-12-22,0.33555927872657776,0.7623143196105957,0.5497765325298607,0.10170236745994707
