,Unnamed: 0,channel,date,min,max,mean,stDev,Ticks,Rolling_mean
48,129,0,2018-01-01,0.4136088490486145,0.7349468469619751,0.6540404832640365,0.05452688707531946,48,0.27737105351285135
49,128,0,2018-01-11,0.4589889645576477,0.7345424294471741,0.6764842736628629,0.036345836447292106,49,0.3448526734503707
50,127,0,2018-01-16,0.07410702854394913,0.10949624329805374,0.09136921356814784,0.006816341678762171,50,0.339594746565592
51,126,0,2018-01-31,0.3508287370204925,0.7235853672027588,0.6457921557648234,0.05859495973694232,51,0.38724873779039937
52,125,0,2018-02-05,0.4631061255931854,0.7379112839698792,0.673022169891254,0.037330621326534905,52,0.43685330738885425
53,124,0,2018-02-10,0.3871961534023285,0.6984249949455261,0.6062418680782463,0.059633047775960527,53,0.49781733304077164
54,123,0,2018-02-15,0.08263032883405685,0.6575682163238525,0.476243825984556,0.16987645638204846,54,0.5136622878821304
55,122,0,2018-02-20,0.3016290068626404,0.681024432182312,0.5560822956783829,0.07061344134880257,55,0.5605209106114485
56,121,0,2018-02-25,0.13400867581367493,0.2824742197990417,0.2176632127327512,0.028228806030979933,56,0.5226351847782617
57,120,0,2018-03-02,0.2255639135837555,0.529757559299469,0.3469590917114139,0.0619954892748804,57,0.49438985903364757
58,119,0,2018-03-07,0.019031720235943798,0.16768401861190796,0.0946949312737746,0.02685111370343427,58,0.4384553038346214
59,118,0,2018-03-12,0.010651272721588613,0.022980105131864548,0.01600831546640209,0.0021259486571686415,59,0.37240770801497525
60,117,0,2018-03-17,0.1609865427017212,0.2726406157016754,0.214465086820514,0.019569890737336563,60,0.3847172953402119
61,116,0,2018-03-22,0.19970951974391934,0.4308903217315674,0.26941626864348284,0.025744905845815614,61,0.34707970662807786
62,115,0,2018-03-27,0.15761448442935946,0.42423462867736816,0.2517358346964961,0.03585886470716177,62,0.30495107310860203
63,114,0,2018-04-01,-0.1343214511871338,0.15842722356319427,0.035132463389597926,0.036480512586720186,63,0.24784013263973717
64,113,0,2018-04-06,0.022097820416092876,0.035407960414886475,0.029091872664731577,0.002272880844769477,64,0.20312493730775474
65,112,0,2018-04-11,-0.02551764436066151,0.2066752314567566,0.02915769825956168,0.037161912604235334,65,0.15043247756587264
66,111,0,2018-04-16,0.08644729852676393,0.3610043525695801,0.21542472484730907,0.04507314021494584,66,0.15020862877732843
67,110,0,2018-04-21,0.056281980127096176,0.3414634168148041,0.19338894469677945,0.05495978109035357,67,0.13485161407586496
68,109,0,2018-04-26,-0.0615384615957737,0.4305882453918457,0.08367800354269925,0.07415601381155329,68,0.13374992130275742
69,108,0,2018-05-01,0.030443159863352776,0.4402748346328736,0.1331128481948792,0.04907069973377798,69,0.14546037457560512
70,107,0,2018-05-06,0.1438763439655304,0.2819447219371796,0.18972117064535168,0.01960681252679182,70,0.1429859829580889
71,106,0,2018-05-11,-0.03577729314565658,0.04580257087945938,6.968578359368357e-05,0.013765053498805154,71,0.11605132467209997
72,105,0,2018-05-16,-0.12271176278591155,0.16241903603076935,0.0022191650925886385,0.04408349138642336,72,0.09109965771170923
73,104,0,2018-05-21,-0.0017466723220422866,0.014111571945250034,0.0069212567985514435,0.002377044988025839,73,0.08827853705260459
74,103,0,2018-05-26,-0.23407521843910215,0.1409395933151245,-0.09414262633469286,0.07734591605320676,74,0.07595508715266215
75,102,0,2018-05-31,0.030331095680594444,0.32605937123298645,0.16462599105208886,0.028452002502562364,75,0.08950191643191487
76,101,0,2018-06-05,-0.013988236896693708,0.037315435707569115,0.0115499898715959,0.008858128358343244,76,0.06911444293434355
77,100,0,2018-06-10,0.03357531875371933,0.3458155989646912,0.17229278618975205,0.04935198437046167,77,0.0670048270836408
78,99,0,2018-06-15,-0.052107729017734535,0.32286760210990906,0.17559933160402805,0.05218271771530935,78,0.07619695988977368
79,98,0,2018-06-20,0.17623859643936154,0.3479464650154114,0.25857809821302524,0.03484585016940552,79,0.08874348489158829
80,97,0,2018-06-25,0.2400921732187271,0.4232122004032135,0.3239239919786304,0.03726071637891266,80,0.10216376702491617
81,96,0,2018-06-30,0.006012536585330963,0.6571035385131836,0.2770065602406051,0.167923949712031,81,0.1298574544706173
82,95,0,2018-07-05,0.032726045697927475,0.4958990514278412,0.3208143919359808,0.11328045702662895,82,0.16171697715495653
83,94,0,2018-07-10,-0.0005038911476731299,0.013740286231040956,0.005494082411207421,0.00250689912989074,83,0.16157425971622214
84,93,0,2018-07-15,0.013278505764901638,0.032967034727334976,0.02390579031996949,0.0030494379855856976,84,0.17337910138168838
85,92,0,2018-07-20,0.05127587914466858,0.5931654572486877,0.3261540027032065,0.15639649658430962,85,0.18953190254680014
86,91,0,2018-07-25,-0.05894332006573678,0.1626993864774704,0.008342397816119571,0.03091625056437926,86,0.1892111433412525
87,90,0,2018-07-30,0.021405983716249462,0.14216038584709167,0.08209442096625187,0.025133055076120143,87,0.1801913068189025
88,89,0,2018-08-04,0.06408929079771042,0.0843486413359642,0.07298321222612107,0.003116420588445854,88,0.16992969488111181
89,88,0,2018-08-09,0.05644582584500313,0.16762825846672058,0.08940235179986149,0.0227784686652634,89,0.15301212023979543
90,87,0,2018-08-14,0.3122866749763489,0.4072538912296295,0.374423009850258,0.014164014706692887,90,0.15806202202695818
91,86,0,2018-08-19,0.026541167870163918,0.04530215635895729,0.036678418725035904,0.003140352460014261,91,0.13402920787540126
92,85,0,2018-08-24,0.01811053045094013,0.4880382716655731,0.14554878179879172,0.13184234199747208,92,0.11650264686168237
93,84,0,2018-08-29,0.2688638269901276,0.349968820810318,0.3126140335271527,0.013628069914347613,93,0.14721464197327688
94,83,0,2018-09-03,0.3282532095909119,0.6496012210845947,0.5009600701720214,0.04321338346436437,94,0.19492006995848207
95,82,0,2018-09-08,0.12185686826705933,0.6558018326759338,0.3812636509884235,0.08526103611259092,95,0.2004310347870038
96,81,0,2018-09-13,0.19100113213062286,0.5507642030715942,0.3016856997512107,0.06443931745577602,96,0.22976536498051292
97,80,0,2018-09-18,-0.06289881467819214,0.07853483408689499,0.00017721378492631764,0.025676935036155788,97,0.2215736442623804
98,79,0,2018-09-28,-0.02867993712425232,0.04060980305075645,0.014229634656325376,0.012785636862862356,98,0.21569828650540085
99,78,0,2018-10-03,-0.0027926459442824125,0.3673256933689117,0.134823830183523,0.05305835889866749,99,0.22024043434376703
100,77,0,2018-10-08,0.0019092644797638054,0.01610276848077774,0.009371739892151879,0.002382471593544783,100,0.1837353073479564
101,76,0,2018-10-13,0.03654178604483605,0.06668413430452348,0.04750090623202246,0.004650766572307843,101,0.18481755609865505
102,75,0,2018-10-18,-0.1262037456035614,0.5268761515617371,0.11306952150712735,0.08447200408249747,102,0.18156963006948862
103,74,0,2018-10-23,0.028595110401511192,0.16065053641796112,0.08100530427497947,0.01786923061746355,103,0.15840875714427127
104,73,0,2018-10-28,-0.07417027652263641,0.3465176224708557,0.07999327236474238,0.0607291697837826,104,0.11631207736354336
105,72,0,2018-11-02,0.0235902052372694,0.11248402297496796,0.07444805271865777,0.017646689163731032,105,0.08563051753656678
106,71,0,2018-11-07,0.11739961802959442,0.16133885085582733,0.13793633924436213,0.006802787914373621,106,0.06925558148588193
107,70,0,2018-11-12,0.10220441222190857,0.30617284774780273,0.14807395981263707,0.03438963392390572,107,0.08404525608865301
108,69,0,2018-11-17,-0.07209204882383348,0.059451960027217865,-0.0012753371169380925,0.0170974552746919,108,0.08249475891132665
