,Unnamed: 0,channel,date,min,max,mean,stDev
117,60,0,2019-01-01,0.26703497767448425,0.6694214940071106,0.4593518541764845,0.07664102636474915
118,59,0,2019-01-06,0.4422285556793213,0.8098535537719727,0.7523309679918512,0.0413354822380829
119,58,0,2019-01-11,0.5088161230087279,0.7797356843948364,0.7271004204602203,0.049995878154728335
120,57,0,2019-01-16,0.4389741122722626,0.7427016496658325,0.6678362238314721,0.054392013053440505
121,56,0,2019-01-21,0.12109331041574478,0.4138438999652863,0.2544712095875151,0.07286920134946187
122,55,0,2019-01-26,0.36532098054885853,0.7391987442970276,0.6223351882409671,0.07748774779224646
123,54,0,2019-01-31,0.4863682389259338,0.7477477192878723,0.6722524066304055,0.04212690813859553
124,53,0,2019-02-05,0.006435006391257048,0.03404255211353302,0.023086654636720126,0.004860916455160751
125,52,0,2019-02-10,0.4689922332763672,0.7004689574241638,0.6057635147904237,0.044701091468053296
126,51,0,2019-02-15,0.3411931097507477,0.6114732623100281,0.4919439302858455,0.046601631031552605
127,50,0,2019-02-20,0.3464770615100861,0.5818915963172913,0.4517762115297394,0.04387818085543059
128,49,0,2019-02-25,0.2540655732154846,0.5042780637741089,0.34619252806486056,0.04161901701168117
129,48,0,2019-03-02,0.17029400169849396,0.4529816508293152,0.2727311457543413,0.043506353937644834
130,47,0,2019-03-07,0.016149068251252174,0.12963810563087466,0.05092231784622341,0.016627033056206872
131,46,0,2019-03-12,0.18718592822551727,0.35128965973854065,0.2232368323692055,0.027983099064849647
132,45,0,2019-03-17,-0.008104692213237286,0.1738986372947693,0.0560220503032816,0.0444407819120526
133,44,0,2019-03-22,0.1275094896554947,0.4889347851276398,0.2424709919349167,0.06533187205527519
134,43,0,2019-03-27,0.1399577111005783,0.4559051096439362,0.2470655002335244,0.05634808679390156
135,42,0,2019-04-01,0.02157788351178169,0.2946138978004456,0.13947429586519575,0.05080933932474869
136,41,0,2019-04-06,-0.05781584605574607,0.2153163105249405,0.07167964482882108,0.0412089510050696
137,40,0,2019-04-11,0.07723935693502426,0.19900497794151306,0.12351439964863685,0.020349718262816736
138,39,0,2019-04-16,0.008708273060619831,0.3519441783428192,0.11006905810488747,0.06717318096429206
139,38,0,2019-04-21,0.1027900129556656,0.2379603385925293,0.15446042144714403,0.02447341523692035
140,37,0,2019-04-26,0.005261091515421867,0.016818001866340637,0.011150575405376605,0.001852768634528187
141,36,0,2019-05-01,0.014647887088358404,0.22094593942165372,0.08496312763426428,0.03404959200055399
142,35,0,2019-05-06,0.023218141868710518,0.4528051018714905,0.11385696294118272,0.052849339535803584
143,34,0,2019-05-11,-0.06617375463247299,0.2971770763397217,0.07566883675307366,0.052544394067330205
144,33,0,2019-05-16,0.007291666697710752,0.3527446389198303,0.09843656432908754,0.03851406745780947
145,32,0,2019-05-21,0.027504045516252518,0.09098725020885468,0.06546259721697767,0.007709985485200119
146,31,0,2019-05-26,0.10734463483095168,0.4839047491550446,0.20834262210500326,0.04871210905794161
147,30,0,2019-05-31,0.1195800080895424,0.2558365762233734,0.1856427775103916,0.02618512159230952
148,29,0,2019-06-05,0.20987653732299805,0.5724208950996399,0.3767972224442532,0.07076436461048989
149,28,0,2019-06-10,0.0737694576382637,0.11443059146404265,0.09756588941627696,0.007169496262390995
150,27,0,2019-06-15,0.30142566561698914,0.5689240097999573,0.44293135801951067,0.04717721921176372
151,26,0,2019-06-20,0.023534169420599937,0.043097030371427536,0.03165486845397211,0.0033597949500786964
