,date,mean,stDev,Rolling_mean
24,2019-05-01,0.08496312763426428,0.03404959200055399,0.25005553977773914
39,2019-06-05,0.3767972224442532,0.07076436461048989,0.14559839723378948
40,2019-06-15,0.44293135801951067,0.04717721921176372,0.15644058642555064
41,2019-06-30,0.3776036698688837,0.01604940787336456,0.15958893525965792
42,2019-07-05,0.3439475468424864,0.019054852877072485,0.16443303759010602
