,date,mean,stDev,Rolling_mean
11,2016-04-26,0.18164042071547612,0.0399376939970341,
43,2016-06-25,0.3028255958196728,0.045654359375415086,
44,2016-06-25,0.3028255958196728,0.045654359375415086,
