,date,mean,stDev,Rolling_mean
12,2016-11-22,0.1543489412974943,0.03861238011374697,
25,2016-12-12,0.28310152761233875,0.05169901309177578,
26,2016-12-22,0.5497765325298607,0.10170236745994707,
45,2017-01-01,0.5618025027042219,0.04253796702180088,
46,2017-01-31,0.6282693797303721,0.041099042398418516,
47,2017-02-10,0.5583226169726643,0.049394319292528764,0.21982229000551307
